file	publication	publication_name	author	genre	tagline	url	year	words	why_known_human
arjunmurti__2021__02.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/dumb-calls-i-made-as-a-street-analyst	2021	2499	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
arjunmurti__2021__03.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/from-fake-irrs-and-surplus-capital	2021	3944	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
arjunmurti__2021__04.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/from-not-for-profit-to-a-new-roce	2021	2790	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
arjunmurti__2021__05.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/podcast-whiplash	2021	1926	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
arjunmurti__2021__06.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/free-secretary-granholm	2021	2975	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
arjunmurti__2021__07.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/blockbuster-video-and-big-oil	2021	2577	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
arjunmurti__2021__08.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/retro-biden-snatching-oil-price-defeat	2021	2332	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__01.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/quantitativetightening	2021	1964	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__02.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/2018-flashback	2021	1529	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__03.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/2022portfolio	2021	1441	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__04.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/japan	2021	1405	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__05.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/gold	2021	1504	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__06.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/5-rules-to-not-suck-at-this-game	2021	1345	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__07.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/money-velocity-hasnt-fallen-much	2021	1255	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
themacrocompass__2021__08.txt	themacrocompass	The Macro Compass	Alfonso Peccatiello (Alf)		Financial education, macro insights & actionable investment ideas. From Alf's desk - Founder & CEO of The Macro Compass - straight to your inbox.	https://themacrocompass.substack.com/p/the-reflationary-trade-is-dead-in	2021	1559	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__01.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/thoughts-and-trades	2021	815	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__02.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/dont-fight-the-fed	2021	1353	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__03.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/repressed-and-impressed	2021	1569	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__04.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/slower-speed-limit	2021	985	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__05.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/trick-or-treat	2021	1474	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__06.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/stay-skeptical	2021	1079	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__07.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/who-will-btfd	2021	853	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
stuckinthemiddle__2021__08.txt	stuckinthemiddle	Stuck in the Middle	Mr. Blonde		macro equity market reflections, thoughts, and trades	https://stuckinthemiddle.substack.com/p/compounding-quality	2021	1063	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__01.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/dylas-top-10-movies-of-2021	2021	2206	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__02.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/director-spotlight-steven-spielberg	2021	1856	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__03.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/director-spotlight-paul-thomas-anderson	2021	1689	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__04.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/unconventional-biopics-streaming	2021	1724	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__05.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/director-spotlight-ridley-scott	2021	1556	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__06.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/start-your-spooky-season-by-streaming	2021	974	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__07.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/actordirector-spotlight-clint-eastwood	2021	1306	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
doyoulikeapples__2021__08.txt	doyoulikeapples	Do You Like Apples	Drew Wendt		Your film newsletter and neighborhood podcast. Where movies are the gateway and proximity is your value.	https://doyoulikeapples.substack.com/p/dyla-reader-mailbag	2021	1578	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
ceramicsnow__2021__01.txt	ceramicsnow	Ceramics Now Weekly	Ceramics Now		Get the latest in the ceramics world: news, in-depth articles, artist profiles, and must-see ceramic exhibitions selected by the editor of Ceramics Now	https://ceramicsnow.substack.com/p/25-an-anniversary	2021	856	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
ceramicsnow__2021__02.txt	ceramicsnow	Ceramics Now Weekly	Ceramics Now		Get the latest in the ceramics world: news, in-depth articles, artist profiles, and must-see ceramic exhibitions selected by the editor of Ceramics Now	https://ceramicsnow.substack.com/p/24-an-online-display-like-no-other	2021	998	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
